-1.034852418894215420e+00,-1.177151394191213729e+00,-1.058287465696071239e+00,-1.167583649812771407e+00,-1.159984317753975702e+00,-1.129839298568518835e+00,-1.218279792266809824e+00,-9.613077432756996776e-01,-1.215192345358560466e+00,-1.250687320420857285e+00
-1.353174640695012698e+00,-1.434923447275033848e+00,-1.080321123395219240e-01,-1.394994612113135357e+00,-1.460319188330802209e+00,-1.406714338567783829e+00,-1.412231840230173008e+00,-1.177566032693534659e+00,-1.377001481084663803e+00,-1.091359565535672815e-01
-1.430883150219012467e+00,-1.582204673124020022e+00,-1.274433122566884125e+00,-1.432557217353810586e+00,-1.598744775776313132e+00,-1.367534911142560539e+00,-1.609979739923268038e+00,-1.327401130132452645e+00,-1.517450785280445968e+00,-1.646255915403966652e+00
-1.099271871379974064e+00,-1.110732745013698564e+00,-5.255646480271055632e-01,-1.116209809421406574e+00,-1.138224146339470888e+00,-1.156851202882975826e+00,-1.123570483917118779e+00,-1.060001652663376870e+00,-1.186226420431206741e+00,-1.220217054192593853e+00
-2.008706454481971715e+00,-1.486520287300276133e-01,-1.473729316023643376e-01,-1.963890605065382156e+00,-2.262139099219511174e+00,-1.858776069512731333e+00,-2.228912730531243280e+00,-9.842194727085247230e-01,-1.442859838358625746e+00,-1.494434113717803547e-01
-1.169428221560695258e+00,-1.485938832562200496e+00,-6.156292153745726026e-01,-1.496227355680145754e+00,-1.525510521675394138e+00,-1.429643598650438774e+00,-1.504134827909548777e+00,-1.274095002193684767e+00,-1.457462955321846110e+00,-1.629146446230117284e+00
-1.053857395417352016e+00,-1.096067250640763824e+00,-7.972995286638386858e-01,-1.290342132825241350e+00,-1.231404264968364748e+00,-1.106130871663295379e+00,-1.137909750087588323e+00,-9.981406304400517460e-01,-1.112140063509669430e+00,-1.277605777136070486e+00
-8.273533158843302537e-01,-8.576228564959139655e-01,-6.706457496671316409e-01,-8.992615237667851424e-01,-7.168501277966587981e-01,-7.462001476257394961e-01,-9.039197952448960738e-01,-8.161272671217228991e-01,-8.880027859548955682e-01,-9.274805959617740125e-01
-8.621077637872041066e-01,-8.837054600413827288e-01,-5.054461749045654484e-01,-9.455124230462419455e-01,-1.298908095943707153e+00,-7.072569292494574889e-01,-8.864689319040657267e-01,-6.500484770739919371e-01,-8.601763029549084338e-01,-1.009666135216536587e+00
-8.790573566201960176e-01,-8.258891096529545894e-01,-4.832946844347895676e-01,-1.074197106975170790e+00,-9.676143271437842586e-01,-8.254984668684980376e-01,-8.195333869464421772e-01,-8.398047083659462286e-01,-9.394838596604342396e-01,-1.108456152637933956e+00
-1.146358584126309754e+00,-1.173439168618007455e+00,-1.521632975321283443e-01,-1.263555268373519391e+00,-1.249092760641635769e+00,-1.173028167050634396e+00,-1.184048964715467056e+00,-9.868938377926789185e-01,-1.118446415236010516e+00,-1.246591125504117770e+00
-1.141472514488030443e+00,-1.167098158223356386e+00,-1.075251508374674758e+00,-1.204289267546421627e+00,-1.261475537359266985e+00,-1.183399782442257742e+00,-1.158020224431174583e+00,-9.826597803361020178e-01,-1.092708078695123985e+00,-1.239387979778457716e+00
-1.127856956911617914e+00,-1.122510832386306223e+00,-1.804925752528727667e-01,-1.322003910137102167e+00,-1.319567795420565126e+00,-1.185902927488956538e+00,-1.143722276208690491e+00,-9.245610120369336382e-01,-1.077268876861326330e+00,-1.228592832909761734e+00
-1.034189518365949967e+00,-1.057593499152613470e+00,-1.030584547408645246e+00,-1.118599082573748404e+00,-1.135416301986644783e+00,-1.074188105102742430e+00,-1.096988178216556920e+00,-8.605455411473620364e-01,-1.057911210844397987e+00,-1.209901818516799565e+00
-8.182145337986036493e-01,-8.050571592109400099e-01,-7.483127364461013009e-01,-1.065890142413122854e+00,-9.854607596336322217e-01,-8.409208733641707623e-01,-8.083762882440211905e-01,-7.604641777310954254e-01,-8.228325758300309989e-01,-9.813538565799846403e-01
-9.712327533627467258e-01,-1.020047653975981072e+00,-1.013674258003247175e+00,-1.172298399783758160e+00,-1.281048746192253507e+00,-1.048798358996079871e+00,-1.063457502646087960e+00,-8.439598802664168842e-01,-9.848979120320219272e-01,-1.240087725015403874e+00
-1.198791831487600490e+00,-1.089967981569929689e+00,-1.193620139839317862e-01,-1.285673524965240677e+00,-1.354510419369075791e+00,-1.291429987091334830e+00,-1.289706299019299562e+00,-1.063597643138310289e+00,-1.196008808331497919e+00,-1.289878547086733773e+00
-1.319107839843071561e+00,-2.532381823668823917e-01,-2.495038669427540601e-01,-1.494535653659290642e+00,-1.839532973392516535e+00,-3.564917430114732166e+00,-2.538427875022266078e-01,-2.470010852626287334e-01,-2.526539282459523417e-01,-2.555643009275566091e-01
-2.167269576519513130e+00,-2.369095691493591449e+00,-4.887716541227007938e-02,-2.274495164729263497e+00,-2.553596549446265129e+00,-2.379459776522562464e+00,-2.466143064016630859e+00,-1.727992929155073520e+00,-2.278494183845634069e+00,-4.910048576780493002e-02
-1.921837468492825662e+00,-2.004805429435339015e+00,-5.052105795130271693e-01,-1.409836162888121525e+00,-1.007642469717493272e+00,-1.325506348683037627e+00,-2.065439106168484251e+00,-6.281370821804177496e-01,-1.644795126720826950e+00,-1.817982957423258661e+00
-8.135264842040150768e-01,-7.273004419878225102e-01,-8.119910212178484965e-01,-1.464606330739819162e+00,-1.716637192789353783e+00,-1.667157282812669061e+00,-7.236482835942802394e-01,-8.049566981676696820e-01,-1.674814336154708316e+00,-1.789829589994369696e+00
-1.578873657384985973e+00,-1.576087890848962836e+00,-1.231726151849616313e+00,-1.684478724563056806e+00,-1.317109418362392592e+00,-1.945720462961793906e+00,-1.702519071747029100e+00,-9.759744310011805313e-01,-1.468352475343223773e+00,-1.924797842426476446e+00
-1.058610058224020323e+00,-1.070736969724711773e+00,-1.255943412916311841e+00,-1.050869504224618778e+00,-1.178391661118088685e+00,-1.471139266693237690e+00,-1.220006937064405106e+00,-8.807619976901640557e-01,-1.059400807045659976e+00,-1.521478194125584826e+00
-1.100767232970669918e+00,-1.200991186181196824e+00,-8.357205445478307348e-01,-1.242970654146345000e+00,-1.249768493169760575e+00,-1.189336354760087255e+00,-1.192893658538004109e+00,-1.062167812104620301e+00,-1.209157718352028121e+00,-1.202722703502773438e+00
-1.128599102977754454e+00,-1.095306948346503439e+00,-7.452501258441012189e-01,-1.083111638005200383e+00,-1.202950225769067627e+00,-1.057950413694295655e+00,-1.165946884905016301e+00,-9.747096492283434666e-01,-1.073993632917310093e+00,-8.057874719094387794e-01
-1.011195994291035793e+00,-1.018301235942309813e+00,-7.385993962743929719e-01,-9.283044524553525356e-01,-1.225021912368391419e+00,-1.036205389916044162e+00,-1.015197977192666468e+00,-9.506127430798760880e-01,-9.475450180921933807e-01,-7.979625285483424868e-01
