2.959557377097333797e-01,-5.721740863571398578e-02,8.864830536684360496e-01,1.233726619250532730e+00,7.080271885218376582e-01,-8.925744218319890955e-01,-1.254885047571405288e+00,1.055547820902886347e+00,1.134617745044196102e+00,1.275136034484027681e+00
2.959557377097333797e-01,1.295543386236672312e+00,1.398410883566961971e+00,-1.357990530080960545e-01,7.080271885218376582e-01,8.546207767868405636e-01,-1.204924906938620588e-01,-1.163496272375853291e+00,-7.958476120896837980e-01,1.460827632967033773e+00
-5.023961746676607332e-01,-3.815860736360291439e-01,-6.613169567526587696e-03,-7.197732650941067734e-01,-7.012760974730619656e-01,1.719369653339084814e-01,4.257882803032104202e-01,6.005593252145172700e-01,6.043111229279887198e-01,4.603986706761116210e-01
-1.285260714348338551e-01,6.574161796602013830e-01,3.543206873103265653e-01,-6.256379805363082580e-02,-6.018225483711761026e-01,-5.610263290827890437e-01,-1.166366442224588074e+00,2.205447991370874661e-01,9.264225562863670493e-01,1.018685138282109826e+00
-8.907388501535260517e-01,1.820902774261973667e+00,-5.862455538966067359e-02,1.096142071735798640e-01,-7.841494235131160062e-01,1.554180074082247565e+00,1.038919262982110903e+00,-1.221552912550186942e+00,-1.160482882012610073e+00,-1.239134275507125960e+00
-3.495049828507040129e-02,-4.043961433550561924e-01,-4.987395185677853116e-01,1.653188923283058775e+00,-2.598239533340574448e-01,-1.175921979452379862e+00,-1.350970740604207743e+00,1.296674835150206095e-01,5.205968724054750307e-01,1.799185200397322160e-01
-2.223609520066189393e+00,-7.384726237603471688e-01,-1.391398951077615687e+00,2.596720688498348473e-01,-1.049456702343509296e+00,-1.413303257278268665e+00,-1.464992858972517187e+00,1.047356648515793465e+00,1.363679994644680704e+00,7.530303894601571013e-01
2.499451388999338608e-01,-9.380828213047368580e-01,-1.429989531397266589e+00,1.012440034840495828e+00,-1.055266622904715623e+00,-1.405157783828792084e+00,-1.448122058675264334e+00,1.607579459995603033e+00,1.877605682368039153e+00,-1.594327268048440827e+00
1.871724761079473498e-01,-2.459512637107069966e-01,-1.376439046984653025e+00,1.857576643771215563e+00,-1.139035953748198438e+00,-1.350687961372144086e+00,-1.352239895060090236e+00,1.237334853844517468e+00,1.489991530451438617e+00,-1.592732576346513218e+00
-1.478032116122875717e-01,3.547392495522354583e-01,-1.110429642621333812e+00,9.104036328504256925e-01,-1.666779639052850870e+00,-3.609286695680639645e-01,7.108689044760668763e-01,4.409662891172485555e-01,1.013887061543687462e+00,-1.594327268048440827e+00
