3.325483819999999757e-01 1.316869390000000029e-01 2.299284219999999934e-01 3.864586680000000052e-01 2.343235443999999834e+00 7.692921699999999419e-02 9.520389899999999461e-02 2.602346139999999752e-01 4.048360089999999967e-01 3.273880880000000215e-01
3.325483819999999757e-01 2.994622430000000168e-01 3.687039340000000109e-01 2.104096169999999932e-01 2.343235443999999834e+00 5.006925599999999532e-01 5.554738449999999661e-01 3.571428599999999787e-02 8.262936599999999576e-02 3.571129310000000223e-01
2.972305040000000065e-01 1.067400290000000002e-01 1.052736459999999985e-01 1.418181819999999871e-01 7.450090400000000113e-01 2.924528419999999906e-01 7.547169919999999754e-01 1.981132029999999877e-01 2.924528419999999906e-01 2.122641799999999968e-01
3.139645859999999900e-01 2.025524579999999908e-01 1.461909309999999962e-01 2.192750679999999897e-01 8.146132569999999795e-01 1.341463450000000002e-01 1.341463450000000002e-01 1.544715389999999910e-01 3.577235739999999886e-01 2.886178890000000163e-01
2.794628239999999986e-01 4.375790889999999767e-01 1.000759739999999981e-01 2.403546819999999862e-01 6.900974069999999960e-01 8.276179970000000496e-01 9.662610320000000197e-01 3.171091499999999924e-02 4.148230199999999868e-02 3.069690599999999950e-02
3.180984070000000274e-01 1.051095789999999947e-01 6.135112699999999836e-02 4.449275360000000124e-01 1.089738504999999913e+00 3.333333499999999866e-02 5.217391300000000232e-02 1.449275309999999983e-01 2.768115999999999910e-01 1.775362490000000071e-01
2.151211905000001146e-01 8.280669000000000224e-02 2.596578999999999901e-03 2.590000000000000080e-01 5.310957729999999932e-01 0.000000000000000000e+00 0.000000000000000000e+00 2.590000029999999787e-01 4.620000120000000154e-01 2.509999869999999800e-01
3.305546050000000013e-01 7.072244599999999437e-02 4.747919999999999766e-04 3.564999999999999836e-01 5.278749209999999970e-01 1.100000000000000066e-03 7.799999000000000168e-03 3.564999999999999836e-01 6.162999869999999936e-01 0.000000000000000000e+00
3.278265380000000007e-01 1.167548639999999999e-01 3.426667999999999902e-03 4.742329599999999812e-01 4.825712850000000165e-01 8.533333000000000584e-03 5.159999700000000161e-02 2.889333419999999819e-01 4.962666530000000020e-01 1.333159999999999955e-04
3.131103299999999923e-01 1.692348469999999938e-01 1.894319800000000137e-02 3.428880000000000261e-01 2.393897219999999992e-01 1.725000050000000118e-01 8.545000109999999482e-01 1.790000059999999893e-01 3.770000000000000018e-01 0.000000000000000000e+00
3.318913600000000241e-01 3.029766620000000077e-01 3.812335900000000249e-02 2.684337780000000118e-01 5.283758539999999782e-01 5.716666699999999740e-02 4.218333200000000116e-01 1.249999990000000005e-01 2.945000050000000091e-01 5.274999100000000302e-02
3.180789549999999966e-01 2.931633459999999913e-01 3.010196899999999925e-02 2.659480000000000177e-01 5.908616909999999667e-01 4.274999899999999686e-02 2.748749990000000087e-01 1.250000000000000000e-01 3.032500000000000195e-01 5.943749799999999833e-02
3.247699459999999760e-01 3.203397379999999850e-01 5.740472199999999831e-02 2.922437500000000243e-01 3.763274409999999848e-01 1.562500019999999989e-01 8.146874090000000290e-01 1.250000000000000000e-01 2.968749960000000021e-01 3.406250499999999987e-02
3.287908390000000014e-01 2.257343900000000070e-01 2.865861800000000029e-02 3.350876030000000116e-01 8.045285460000000111e-01 1.418181800000000055e-02 2.327272700000000000e-02 2.000000000000000111e-01 4.000000060000000190e-01 3.490000010000000041e-01
3.174071749999999859e-01 1.674299730000000097e-01 1.670384100000000052e-02 4.556612239999999758e-01 9.434908530000000182e-01 6.428571499999999328e-02 7.857143299999999608e-02 3.333333330000000094e-01 5.933333440000000403e-01 3.580952290000000149e-01
3.131148630000000210e-01 2.395970179999999949e-01 2.521008400000000066e-02 3.405279999999999974e-01 5.873948450000000543e-01 3.039999999999999994e-02 6.200000099999999903e-02 2.000000010000000106e-01 3.840000089999999755e-01 3.178000089999999944e-01
3.131103929999999869e-01 3.581031419999999854e-01 3.459983900000000029e-02 2.290560000000000096e-01 1.272933119999999918e-01 1.667999990000000043e-01 9.953999700000000228e-01 0.000000000000000000e+00 2.475999999999999868e-01 0.000000000000000000e+00
4.363585604999998813e-01 3.099602020000000180e-01 2.445057039999999904e-01 3.110508390000000234e-01 8.297438390000000386e-01 4.979035709999999892e-01 9.968552990000000280e-01 1.666666699999999890e-01 1.876310280000000053e-01 1.341719030000000090e-01
3.274531030000000231e-01 3.986544240000000072e-01 3.757151510000000250e-01 1.089227400000000040e-01 3.801713887000000014e+00 6.499524049999999553e-01 8.188031059999999473e-01 5.262794000000000326e-03 9.180900999999999992e-03 2.032500929999999928e-01
2.500000000000000000e-01 1.419204420000000078e-01 9.382046199999999336e-02 4.256342859999999728e-01 5.779983159999999565e-01 0.000000000000000000e+00 0.000000000000000000e+00 5.813333400000000178e-02 2.362666629999999879e-01 1.994666459999999975e-01
3.303725840000000247e-01 8.020468399999999831e-02 6.039187399999999817e-02 4.143396229999999902e-01 2.425424927999999980e+00 4.150942999999999820e-03 7.735849000000000371e-03 4.483018819999999849e-01 1.911320689999999878e-01 3.437736029999999832e-01
