1.219333675902569913e+00,8.559023305800919634e-02,-9.187112429023039928e-01,-4.476905510738279914e-01,-2.476825084538670022e-02,-3.984008741500120188e-01,1.085232850417479966e+00,6.665629381528740405e-01,3.468890254065710166e-01,-6.953836534940680547e-01,-4.527276749091240227e-01,-5.801255307249050253e-01,-4.578123322923309813e-01,-1.516246468369670045e-02,-1.431912465298730008e-01,-1.403927556166809998e-03,-5.821344988154599775e-01,-9.378045762674699914e-02,1.117399325804820043e+00
1.346035902933099937e+00,8.559023305800919634e-02,-9.365431445553740186e-01,-4.160619601736850193e-01,-1.776127708945429984e-01,-3.761092431804169967e-01,1.026748899481229937e+00,7.869359386076549834e-01,3.468890254065710166e-01,-7.500873014175279963e-01,-4.583544475975169785e-01,-5.448272542634720050e-01,-4.710738839750689966e-01,-2.910791568112610084e-01,-2.578222207909530161e-01,2.999874188411839893e-02,-5.822896465005970024e-01,-9.378045762674699914e-02,1.249591708227870024e+00
1.538147883418039985e+00,8.559023305800919634e-02,-9.589984159938490516e-01,-3.363135100032900171e-01,3.762522114459370126e-01,-3.128130127251440018e-01,8.786258729569920156e-01,9.650541435641379895e-01,3.468890254065710166e-01,-8.328649141811289569e-01,-4.301254483236319759e-01,-5.524027934302060405e-01,-4.371043346156309739e-01,-1.201387512215189995e-01,-2.994985918202829889e-01,-5.363264146364520035e-02,-5.811803405518619625e-01,-9.378045762674699914e-02,1.498638812735999970e+00
1.163262704660539937e+00,8.559023305800919634e-02,-9.098391162886330097e-01,-4.295760280805869802e-01,1.364895880234310022e-01,-3.952877687600380163e-01,9.719962968844709783e-01,6.127870998496810495e-01,3.468890254065710166e-01,-7.432116692684920256e-01,-4.602279282883560141e-01,-5.448272542634720050e-01,-4.329462540126989833e-01,-4.395066702318539686e-02,-2.690148540512439790e-01,-4.393421986025570006e-03,-5.826232140236440316e-01,-9.378045762674699914e-02,1.051631156974139891e+00
1.337740214019919938e+00,8.559023305800919634e-02,-9.365431445553740186e-01,-4.528119168119110194e-01,-2.308871315992540030e-01,-4.671191376960179831e-01,8.514991593633189915e-01,7.792522551611610337e-01,3.468890254065710166e-01,-8.387124543699500112e-01,-4.149725062535969955e-01,-4.865373350262059970e-01,-4.537923073854630007e-01,1.246459998840439981e-01,-4.711379913946979747e-01,5.639100657466990241e-02,-5.833795589886909827e-01,-9.378045762674699914e-02,1.295822657015430091e+00
1.590994108253950046e+00,8.559023305800919634e-02,-9.680323103430269471e-01,-4.127502762843259787e-01,-3.981425211558120014e-01,-4.628286797183659984e-01,1.214329571162299892e+00,1.012663595558799923e+00,3.468890254065710166e-01,-7.283515499330670551e-01,-5.214634198417109623e-01,-6.027444045861980459e-01,-4.510604455754719799e-01,-2.664390037020199914e-02,-6.382450704484039505e-01,8.145181570812679711e-03,-5.816612983757889488e-01,3.863434237272799776e-01,1.558502749621700101e+00
9.641539494145630051e-01,8.559023305800919634e-02,-8.790150214546710306e-01,-4.743705695992290194e-01,1.699660735412820024e-03,-4.528337739491899994e-01,1.106101836598810007e+00,4.222459628700490075e-01,3.468890254065710166e-01,-6.970827751578110298e-01,-3.844622742426679896e-01,-6.353155014870199846e-01,-4.586506549945350009e-01,-5.554526837086189855e-02,-1.203055211071319963e-01,-5.483342046275229732e-03,-5.826503648685430470e-01,-5.739043389807739759e-01,8.009762543078989827e-01
1.405624673733860019e+00,8.559023305800919634e-02,-9.455031236416550078e-01,-3.999714663453179941e-01,-2.088388197639370059e-01,-3.723120298687990215e-01,1.336981915255510023e+00,8.430986658091600416e-01,3.468890254065710166e-01,-8.469121036894170507e-01,-5.011783681790119571e-01,-6.328142519772740338e-01,-4.622843379922579876e-01,-2.044123266453329868e-01,-3.482336493121520049e-01,1.007389670307310033e-02,-5.819580183236150450e-01,-9.378045762674699914e-02,1.344347697532960018e+00
1.193547130369549958e+00,8.559023305800919634e-02,-9.142715381709639599e-01,-4.453313085966509877e-01,-1.172252269960579948e-02,-4.468639632908479875e-01,7.655200609989220029e-01,6.417792981560960230e-01,3.468890254065710166e-01,-6.931191908977289984e-01,-4.035631502644119739e-01,-5.119266167923459676e-01,-4.665747665622190232e-01,-8.473217916851349951e-02,-2.757201335963749833e-01,-6.358667675869670265e-03,-5.828326633985799754e-01,-9.378045762674699914e-02,1.067847252839650096e+00
1.203750515333730009e+00,8.559023305800919634e-02,-9.187112429023039928e-01,-4.295035871539130135e-01,1.185150475550830057e-01,-3.894767957962739779e-01,8.514991593633189915e-01,6.516786361325720422e-01,3.468890254065710166e-01,-6.497569931363790241e-01,-4.301254483236319759e-01,-5.448272542634720050e-01,-4.597222811210969762e-01,-9.438580528325919705e-03,-1.697823232854810127e-01,-5.886230176142649706e-02,-5.821461348918449685e-01,-9.378045762674699914e-02,1.100521421716990078e+00
1.882655203085319973e-01,8.559023305800919634e-02,-6.567549150936470292e-01,-4.706864441795869936e-01,-5.813439411712379989e-01,-3.682879787981330200e-02,1.865114062751040080e+00,-2.511706287092930201e-01,3.468890254065710166e-01,-7.050208030056860364e-01,-9.045542161456370245e-01,-9.953757709954369481e-01,-5.066565802533880003e-01,-2.785482058568630181e-01,-1.788722746418449916e-01,-9.723660754996900357e-02,-5.799139475719240489e-01,-5.739043389807739759e-01,-6.840804250680450338e-02
7.884640170293150119e-02,8.559023305800919634e-02,-6.090487899035970099e-01,-4.823560400797560210e-01,-4.105983165490120212e-01,-8.301639080467010379e-02,1.865114062751040080e+00,-3.309905931750379837e-01,3.468890254065710166e-01,-5.135270211784580541e-01,-7.991518070768399706e-01,-1.104950020680010025e+00,-4.853974299916219981e-01,-7.887177183451060669e-02,-6.502771838708719387e-02,-1.420650175527130021e-01,-5.804317529710719681e-01,-5.739043389807739759e-01,-2.230051599141580077e-01
3.245553926830530012e-01,8.559023305800919634e-02,-7.095017446041069764e-01,-4.714119494276700073e-01,-4.970618109021819886e-01,-8.622189174826959401e-02,1.865114062751040080e+00,-4.959455414069170037e-02,-1.694361568222610137e-01,-6.408008521165780014e-01,-7.907485134533279725e-01,-9.665490641439019592e-01,-5.038501612328599721e-01,-9.438580528325919705e-03,-3.410280987002600045e-02,-1.246515425799220034e-01,-5.793166289841440442e-01,-5.739043389807739759e-01,5.222868703686699837e-02
3.553940589404749884e-01,8.559023305800919634e-02,-7.218339707433469865e-01,-4.533280836792609736e-01,-6.542972848621529947e-01,-8.120532438151549515e-02,1.864853026419549975e+00,-1.208269950350009947e-01,3.468890254065710166e-01,-8.657117565715349849e-01,-8.424529177964119597e-01,-9.617348595097630071e-01,-5.100826446074170351e-01,-5.554526837086189855e-02,-1.690242054235290003e-01,-8.590881737319179534e-02,-5.810833732486510028e-01,-5.739043389807739759e-01,8.782751006669120564e-02
