,0,1,2,3,4,5
0,-0.0247682508453867,-0.580125530724905,-0.143191246529873,-0.58213449881546,-0.093780457626747,1.11739932580482
1,-0.177612770894543,-0.544827254263472,-0.257822220790953,-0.582289646500597,-0.093780457626747,1.24959170822787
2,0.376252211445937,-0.552402793430206,-0.299498591820283,-0.581180340551862,-0.093780457626747,1.498638812736
3,0.136489588023431,-0.544827254263472,-0.269014854051244,-0.582623214023644,-0.093780457626747,1.05163115697414
4,-0.230887131599254,-0.486537335026206,-0.471137991394698,-0.583379558988691,-0.093780457626747,1.29582265701543
5,-0.398142521155812,-0.602744404586198,-0.638245070448404,-0.581661298375789,0.38634342372728,1.5585027496217
6,0.00169966073541282,-0.63531550148702,-0.120305521107132,-0.582650364868543,-0.573904338980774,0.800976254307899
7,-0.208838819763937,-0.632814251977274,-0.348233649312152,-0.581958018323615,-0.093780457626747,1.34434769753296
8,-0.0117225226996058,-0.511926616792346,-0.275720133596375,-0.58283266339858,-0.093780457626747,1.06784725283965
9,0.118515047555083,-0.544827254263472,-0.169782323285481,-0.582146134891845,-0.093780457626747,1.10052142171699
10,-0.581343941171238,-0.995375770995437,-0.178872274641845,-0.579913947571924,-0.573904338980774,-0.0684080425068045
11,-0.410598316549012,-1.10495002068001,-0.0650277183870872,-0.580431752971072,-0.573904338980774,-0.223005159914158
12,-0.497061810902182,-0.966549064143902,-0.034102809870026,-0.579316628984144,-0.573904338980774,0.052228687036867
13,-0.654297284862153,-0.961734859509763,-0.169024205423529,-0.581083373248651,-0.573904338980774,0.0878275100666912
14,-0.696960165465832,-0.869734885327178,-0.379762347041435,-0.58013697236931,-0.573904338980774,0.163802644841914
15,-0.811967879575052,-0.96414231026646,-0.402383358654995,-0.579754921194658,-0.573904338980774,0.138374170061228
16,-0.625275216448011,-0.68519291484635,-0.125653236768328,-0.581106645401421,-0.573904338980774,0.159895419411704
17,-0.618192345409867,-1.01453786858913,-0.631270829446656,-0.580181577328787,-0.573904338980774,0.058722917242432
18,-0.52233434739622,-0.847797740562869,-0.405295552433414,-0.580751745071669,-0.573904338980774,0.176088864961184
19,-0.557037833336898,-0.828250518646947,-0.401655072899409,-0.580028368989714,-0.573904338980774,0.260952923044291
20,-0.892051037782383,-0.842915130598684,-0.88572262074158,-0.579444625824382,-0.573904338980774,0.725335148061254
21,-0.975842701849921,-0.717462605086054,-0.833064959158196,-0.579336022444786,-0.573904338980774,0.916894746460262
22,-1.1096980894863,-0.660289337163434,-0.91150371796481,-0.579252630564024,-0.093780457626747,1.03009275794785
23,-0.610232281144203,-0.620297457312163,-0.823000880550254,-0.579950795147145,-0.093780457626747,1.016883385178
24,-0.913754685569499,-0.542300665266653,-1.00676198529611,-0.579500866860245,-0.093780457626747,1.26793603286377
25,-1.1431849021201,-0.707546101840594,-0.891684676642268,-0.57940196021097,-0.573904338980774,0.906352089511964
26,-1.05834663341916,-0.592698609979925,-0.844445518136622,-0.579184753451777,-0.093780457626747,1.13043799488546
27,-0.777196911610205,-0.7570164024072,-0.903586156440279,-0.57931468963808,-0.573904338980774,0.922039892207058
28,-0.920230711380369,-0.657795115956835,-0.979561699095251,-0.579572622664621,-0.093780457626747,0.994244270184358
29,-0.564842588002978,-0.600234011486357,-0.775078910855375,-0.579095543532822,-0.093780457626747,1.05513986553444
30,0.178700648740269,-0.283477467616866,-0.102701384802063,-0.583270955609094,-0.573904338980774,0.17549198729849
31,0.4048062656837,-0.358531468041053,0.227716085280023,-0.583459072177324,-0.573904338980774,-0.179653873117013
32,-0.0212352553928215,-0.458527614342921,0.0745578824582288,-0.584607165047344,-0.573904338980774,-0.30803409296266
33,0.00487765640091635,-0.36883699464477,0.0383922572394369,-0.584128146569481,-0.573904338980774,0.160896513655943
34,0.157449595263801,-0.427874097611129,0.0753463571802577,-0.584911642379427,-0.573904338980774,-0.199763378975731
35,0.191975092217631,-0.168463028594127,-0.146997152292218,-0.583998210383178,-0.573904338980774,0.0541088273578421
36,0.00788366090716991,-0.46872285098256,-0.128706966037808,-0.584832129190794,-0.573904338980774,-0.143092624810663
37,-0.161553001127561,-0.632814251977274,0.787640459697054,-0.580819622183916,-0.573904338980774,0.25080307875208
38,-0.0855585862813487,-0.476361865083973,0.234175071929271,-0.585196726250867,-0.573904338980774,-0.186272840026097
39,-0.234879033971681,-0.371411606754682,0.238215087907104,-0.585846407182382,-0.573904338980774,0.0255277195670306
40,-1.1056989450529,0.228530094315794,1.28595376601595,0.24363129794637,-0.573904338980774,1.18585848681706
41,-0.737335164708992,-0.299054783512265,1.03030114762742,0.826548301854087,-0.573904338980774,1.09415201338706
42,-1.08562269625513,0.83617670938487,1.23880826085078,0.872177236053122,-0.573904338980774,1.28257560008036
43,-1.3836418071819,0.0227140979055496,1.61842933091328,0.953030512816636,-0.573904338980774,1.40962617592334
44,-0.930184995068327,-0.136856650509856,1.06363776502012,0.817117261943771,-0.573904338980774,1.42328045786266
45,-0.907811376164944,0.29713786099563,1.01862046054401,1.1307696402566,-0.573904338980774,1.52583221945597
46,-0.724308123839477,-0.0600512985963612,1.03389857074573,1.01053018427478,-0.573904338980774,1.48816948063698
47,-0.775144307795968,0.179410282869294,1.25911378491502,1.23429581185694,-0.573904338980774,1.08028644845853
48,-0.921002299120161,0.732558659766241,1.20660324629501,1.32556725567746,-0.573904338980774,1.29323502888629
49,-1.26572328278178,0.253177182159447,1.43083033378884,1.17724412933963,-0.573904338980774,1.50682626315922
50,-0.903452115868861,0.344047698303241,0.82523242016274,0.213718824251797,-0.573904338980774,0.279756405986958
51,-0.739112566088505,-0.0839515627596563,0.947107279227224,0.169629730827755,-0.573904338980774,0.0809125343339282
52,-0.677528633395201,-0.299054783512265,0.82786190876574,-0.0623529060285175,-0.573904338980774,-0.055097472406366
53,-0.89205645289237,-0.0759912231253285,1.16537572662339,0.0943540133449451,-0.573904338980774,-0.116060460441402
